# File modified by Jason Curtis:
#   - certain columns were removed, others renamed
#   - the row with the column names is no longer commented out so that the names can be read properly.
#
# Original File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Dec  7 06:20:02 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
log_Age Initial_Mass Mass log_Lum log_Temp log_g label Gmag G_BPmag G_RPmag
8.74002 2.8298316002 2.8 3.668 3.5391 0.325 8 -3.187 -1.567 -4.343
8.74002 2.8298351765 2.8 3.564 3.5516 0.48 8 -3.154 -1.819 -4.235
8.74002 2.8298404217 2.799 3.598 3.5475 0.429 8 -3.167 -1.745 -4.273
8.74002 2.8298473358 2.798 3.686 3.5368 0.298 8 -3.184 -1.503 -4.353
8.74002 2.8298563957 2.797 3.776 3.5258 0.164 8 -3.163 -1.174 -4.392
8.74002 2.829867363 2.796 3.84 3.518 0.069 8 -3.113 -0.874 -4.379
8.74002 2.829880476 2.795 3.873 3.5139 0.019 8 -3.067 -0.685 -4.352
8.74002 2.8298959732 2.793 3.887 3.5122 -0.002 8 -3.046 -0.603 -4.338
8.74002 2.8299138546 2.791 3.893 3.5113 -0.012 8 -3.034 -0.56 -4.33
8.74002 2.829914093 2.791 3.965 3.5025 -0.119 8 -2.932 -0.173 -4.259
8.74002 2.8299152851 2.791 3.843 3.5173 0.062 8 -3.1 -0.837 -4.369
8.74002 2.8299176693 2.791 3.696 3.5353 0.281 8 -3.177 -1.456 -4.355
8.74002 2.8299217224 2.79 3.591 3.548 0.437 8 -3.16 -1.75 -4.262
8.74002 2.829927206 2.789 3.625 3.5438 0.386 8 -3.168 -1.662 -4.296
8.74002 2.8299348354 2.788 3.711 3.5332 0.257 8 -3.173 -1.398 -4.363
8.74002 2.8299446106 2.787 3.799 3.5224 0.125 8 -3.134 -1.04 -4.381
8.74002 2.8299565315 2.786 3.861 3.5148 0.033 8 -3.064 -0.713 -4.345
8.74002 2.8299708366 2.784 3.893 3.5108 -0.015 8 -3.018 -0.525 -4.316
8.74002 2.8299877644 2.781 3.906 3.5091 -0.036 8 -2.998 -0.449 -4.302
8.74002 2.8300073147 2.779 3.912 3.5083 -0.045 8 -2.987 -0.414 -4.294
8.74002 2.8300075531 2.779 3.99 3.4987 -0.162 8 -2.871 0.002 -4.21
8.74002 2.8300087452 2.779 3.869 3.5135 0.019 8 -3.046 -0.651 -4.332
8.74002 2.8300111294 2.778 3.723 3.5315 0.236 8 -3.167 -1.346 -4.367
8.74002 2.8300149441 2.778 3.618 3.5444 0.393 8 -3.163 -1.671 -4.287
8.74002 2.8300206661 2.777 3.652 3.5402 0.342 8 -3.171 -1.58 -4.321
8.74002 2.8300280571 2.776 3.737 3.5297 0.215 8 -3.163 -1.293 -4.373
8.74002 2.8300378323 2.774 3.823 3.5191 0.087 8 -3.103 -0.901 -4.364
8.74002 2.8300495148 2.772 3.883 3.5116 -0.003 8 -3.018 -0.556 -4.312
8.74002 2.8300638199 2.77 3.914 3.5076 -0.051 8 -2.972 -0.38 -4.281
8.74002 2.8300805092 2.767 3.927 3.5059 -0.071 8 -2.949 -0.305 -4.264
8.74002 2.8300998211 2.764 3.933 3.5051 -0.081 8 -2.936 -0.264 -4.254
8.74002 2.8301000595 2.764 4.016 3.4946 -0.206 8 -2.81 0.16 -4.159
8.74002 2.8301012516 2.764 3.897 3.5095 -0.027 8 -2.989 -0.456 -4.292
8.74002 2.8301038742 2.764 3.753 3.5275 0.189 8 -3.146 -1.209 -4.367
8.74002 2.8301079273 2.763 3.647 3.5407 0.347 8 -3.166 -1.585 -4.312
8.74002 2.8301138878 2.762 3.681 3.5364 0.296 8 -3.163 -1.472 -4.334
8.74002 2.8301217556 2.76 3.763 3.5261 0.172 8 -3.136 -1.155 -4.364
8.74002 2.8301320076 2.758 3.846 3.5156 0.047 8 -3.053 -0.732 -4.329
8.74002 2.8301444054 2.756 3.903 3.5083 -0.039 8 -2.968 -0.399 -4.274
8.74002 2.8301594257 2.753 3.932 3.5045 -0.084 8 -2.919 -0.231 -4.239
8.74002 2.8301770687 2.749 3.944 3.5029 -0.103 8 -2.896 -0.156 -4.22
8.74002 2.8301973343 2.745 3.949 3.5021 -0.112 8 -2.882 -0.116 -4.21
8.74002 2.8301975727 2.745 4.039 3.4908 -0.247 8 -2.739 0.33 -4.097
8.74002 2.8301987648 2.745 3.92 3.5058 -0.069 8 -2.93 -0.281 -4.245
8.74002 2.8302013874 2.744 3.778 3.5237 0.145 8 -3.115 -1.063 -4.354
8.74002 2.8302054405 2.743 3.672 3.5371 0.305 8 -3.157 -1.485 -4.324
8.74002 2.830211401 2.742 3.705 3.5329 0.255 8 -3.151 -1.368 -4.342
8.74002 2.8302192688 2.74 3.785 3.5227 0.133 8 -3.106 -1.022 -4.351
8.74002 2.8302292824 2.738 3.865 3.5125 0.012 8 -3.003 -0.574 -4.293
8.74002 2.8302419186 2.735 3.92 3.5054 -0.071 8 -2.917 -0.258 -4.234
8.74002 2.8302567005 2.731 3.948 3.5018 -0.114 8 -2.867 -0.09 -4.196
8.74002 2.8302743435 2.727 3.958 3.5002 -0.132 8 -2.843 -0.016 -4.177
8.74002 2.8302946091 2.722 3.963 3.4995 -0.14 8 -2.833 0.014 -4.169
8.74002 2.8302948475 2.722 4.058 3.4873 -0.284 8 -2.693 0.425 -4.058
8.74002 2.8302960396 2.722 3.941 3.5024 -0.106 8 -2.87 -0.114 -4.197
8.74002 2.8302984238 2.721 3.8 3.5204 0.106 8 -3.084 -0.927 -4.341
8.74002 2.8303024769 2.72 3.694 3.534 0.267 8 -3.146 -1.391 -4.331
8.74002 2.8303081989 2.718 3.727 3.5298 0.217 8 -3.138 -1.269 -4.347
8.74002 2.8303158283 2.716 3.805 3.5196 0.097 8 -3.075 -0.893 -4.335
8.74002 2.8303256035 2.713 3.883 3.5096 -0.021 8 -2.955 -0.424 -4.257
8.74002 2.8303377628 2.71 3.936 3.5026 -0.102 8 -2.866 -0.118 -4.191
8.74002 2.8303520679 2.706 3.962 3.499 -0.144 8 -2.817 0.04 -4.154
8.74002 2.8303692341 2.701 3.973 3.4975 -0.162 8 -2.799 0.095 -4.139
8.74002 2.8303887844 2.696 3.978 3.4967 -0.171 8 -2.787 0.125 -4.129
8.74002 2.8303890228 2.696 4.078 3.4837 -0.322 8 -2.647 0.512 -4.018
8.74002 2.8303902149 2.695 3.961 3.4988 -0.145 8 -2.81 0.051 -4.147
8.74002 2.8303925991 2.694 3.822 3.5168 0.065 8 -3.032 -0.753 -4.303
8.74002 2.8303966522 2.693 3.715 3.5307 0.228 8 -3.13 -1.289 -4.334
8.74002 2.8304026127 2.691 3.748 3.5265 0.178 8 -3.108 -1.139 -4.334
8.74002 2.8304102421 2.688 3.824 3.5164 0.061 8 -3.024 -0.731 -4.297
8.74002 2.8304202557 2.685 3.899 3.5066 -0.054 8 -2.903 -0.281 -4.216
8.74002 2.830432415 2.681 3.95 3.4998 -0.133 8 -2.81 0.028 -4.145
8.74002 2.8304469585 2.676 3.976 3.4963 -0.173 8 -2.771 0.149 -4.114
8.74002 2.8304641247 2.67 3.985 3.4948 -0.19 8 -2.75 0.205 -4.096
8.74002 2.8304841518 2.664 3.989 3.4941 -0.198 8 -2.737 0.236 -4.085
8.74002 2.8304843903 2.664 4.093 3.4804 -0.356 8 -2.586 0.616 -3.964
8.74002 2.8304855824 2.663 3.978 3.4956 -0.18 8 -2.756 0.179 -4.101
8.74002 2.8304879665 2.662 3.841 3.5136 0.029 8 -2.977 -0.587 -4.263
8.74002 2.8304917812 2.661 3.733 3.5278 0.193 8 -3.103 -1.174 -4.323
8.74002 2.8304972649 2.658 3.765 3.5234 0.143 8 -3.075 -1.014 -4.316
8.74002 2.8305046558 2.655 3.841 3.5134 0.027 8 -2.971 -0.574 -4.257
8.74002 2.8305141926 2.651 3.913 3.5036 -0.085 8 -2.846 -0.133 -4.168
8.74002 2.8305258751 2.647 3.963 3.4969 -0.162 8 -2.76 0.142 -4.101
8.74002 2.8305399418 2.641 3.988 3.4935 -0.202 8 -2.715 0.271 -4.064
8.74002 2.8305563927 2.634 3.997 3.4919 -0.219 8 -2.69 0.332 -4.044
8.74002 2.8305754662 2.627 4.001 3.4911 -0.227 8 -2.675 0.368 -4.03
8.74002 2.8305757046 2.626 4.109 3.4767 -0.393 8 -2.533 0.712 -3.918
8.74002 2.8305768967 2.626 3.994 3.492 -0.217 8 -2.687 0.332 -4.04
8.74002 2.8305792809 2.625 3.858 3.5101 -0.009 8 -2.912 -0.4 -4.213
8.74002 2.8305828571 2.623 3.75 3.5245 0.157 8 -3.064 -1.036 -4.3
8.74002 2.8305883408 2.62 3.782 3.5201 0.107 8 -3.034 -0.87 -4.291
8.74002 2.8305957317 2.617 3.856 3.5102 -0.008 8 -2.908 -0.399 -4.208
8.74002 2.8306050301 2.612 3.927 3.5005 -0.118 8 -2.778 0.035 -4.11
8.74002 2.8306167126 2.606 3.975 3.4939 -0.193 8 -2.701 0.271 -4.048
8.74002 2.8306305408 2.6 3.998 3.4905 -0.231 8 -2.651 0.404 -4.007
8.74002 2.8306467533 2.592 4.007 3.489 -0.248 8 -2.636 0.441 -3.994
8.74002 2.8306655884 2.583 4.011 3.4882 -0.256 8 -2.626 0.459 -3.985
8.74002 2.8306658268 2.582 4.122 3.4732 -0.427 8 -2.459 0.838 -3.853
8.74002 2.8306670189 2.582 4.008 3.4885 -0.252 8 -2.629 0.45 -3.988
8.74002 2.8306691647 2.58 3.874 3.5067 -0.045 8 -2.846 -0.231 -4.157
8.74002 2.8306727409 2.578 3.765 3.5213 0.121 8 -3.021 -0.895 -4.273
8.74002 2.8306782246 2.575 3.797 3.5169 0.071 8 -2.972 -0.697 -4.243
8.74002 2.8306853771 2.571 3.87 3.5069 -0.042 8 -2.844 -0.237 -4.154
8.74002 2.830694437 2.565 3.939 3.4974 -0.15 8 -2.717 0.171 -4.057
8.74002 2.8307054043 2.559 3.985 3.4908 -0.224 8 -2.633 0.411 -3.988
8.74002 2.8307189941 2.551 4.008 3.4874 -0.262 8 -2.606 0.483 -3.966
8.74002 2.8307347298 2.542 4.017 3.486 -0.278 8 -2.59 0.516 -3.952
8.74002 2.8307528496 2.531 4.021 3.4851 -0.287 8 -2.578 0.537 -3.942
8.74002 2.830753088 2.531 4.135 3.4694 -0.464 8 -2.381 0.972 -3.785
8.74002 2.8307542801 2.53 4.022 3.4849 -0.29 8 -2.579 0.537 -3.942
8.74002 2.8307564259 2.529 3.889 3.5031 -0.084 8 -2.769 -0.042 -4.092
8.74002 2.8307600021 2.526 3.78 3.5179 0.084 8 -2.96 -0.72 -4.227
8.74002 2.8307654858 2.522 3.812 3.5134 0.033 8 -2.9 -0.505 -4.186
8.74002 2.8307726383 2.517 3.884 3.5034 -0.079 8 -2.768 -0.053 -4.09
8.74002 2.8307816982 2.51 3.952 3.4939 -0.186 8 -2.647 0.32 -3.994
8.74002 2.8307926655 2.502 3.997 3.4874 -0.259 8 -2.581 0.504 -3.941
8.74002 2.8308062553 2.493 4.019 3.4839 -0.297 8 -2.551 0.572 -3.916
8.74002 2.830821991 2.482 4.028 3.4823 -0.314 8 -2.532 0.608 -3.899
8.74002 2.8308401108 2.469 4.032 3.4813 -0.324 8 -2.517 0.633 -3.885
8.74002 2.8308403492 2.468 4.15 3.465 -0.507 8 -2.293 1.131 -3.709
8.74002 2.8308413029 2.468 4.037 3.4805 -0.333 8 -2.514 0.642 -3.883
8.74002 2.8308434486 2.466 3.906 3.4987 -0.129 8 -2.675 0.178 -4.011
8.74002 2.8308470249 2.462 3.796 3.5137 0.04 8 -2.871 -0.488 -4.155
8.74002 2.8308520317 2.458 3.828 3.5092 -0.011 8 -2.81 -0.273 -4.113
8.74002 2.8308589458 2.452 3.898 3.4992 -0.122 8 -2.671 0.169 -4.006
8.74002 2.8308675289 2.444 3.965 3.4897 -0.228 8 -2.558 0.5 -3.914
8.74002 2.8308782578 2.435 4.009 3.4832 -0.299 8 -2.517 0.605 -3.881
8.74002 2.8308911324 2.423 4.03 3.4797 -0.337 8 -2.484 0.676 -3.853
8.74002 2.8309061527 2.41 4.039 3.478 -0.355 8 -2.469 0.707 -3.841
8.74002 2.8309235573 2.395 4.042 3.4769 -0.365 8 -2.456 0.73 -3.829
8.74002 2.8309237957 2.394 4.163 3.4599 -0.554 8 -2.062 1.519 -3.509
8.74002 2.8309247494 2.393 4.051 3.4756 -0.38 8 -2.456 0.74 -3.83
8.74002 2.8309268951 2.391 3.921 3.494 -0.176 8 -2.579 0.378 -3.925
8.74002 2.8309304714 2.387 3.811 3.5093 -0.006 8 -2.771 -0.24 -4.074
8.74002 2.8309354782 2.381 3.842 3.5048 -0.056 8 -2.709 -0.039 -4.026
8.74002 2.8309421539 2.374 3.911 3.4948 -0.167 8 -2.581 0.357 -3.925
8.74002 2.830950737 2.364 3.976 3.4855 -0.27 8 -2.5 0.593 -3.859
8.74002 2.8309612274 2.352 4.019 3.4792 -0.34 8 -2.454 0.703 -3.823
8.74002 2.8309738636 2.338 4.04 3.476 -0.377 8 -2.435 0.757 -3.809
8.74002 2.8309886456 2.322 4.047 3.4745 -0.394 8 -2.416 0.796 -3.792
8.74002 2.8310058117 2.303 4.05 3.4736 -0.404 8 -2.398 0.826 -3.777
8.74002 2.8310060501 2.302 4.174 3.4565 -0.595 8 -1.615 2.261 -3.123
8.74002 2.8310070038 2.301 4.063 3.4718 -0.424 8 -2.275 1.037 -3.672
8.74002 2.8310091496 2.298 3.934 3.4896 -0.224 8 -2.473 0.588 -3.829
8.74002 2.8310124874 2.293 3.824 3.5047 -0.054 8 -2.66 0.01 -3.978
8.74002 2.8310172558 2.285 3.855 3.5002 -0.105 8 -2.589 0.227 -3.922
8.74002 2.8310236931 2.276 3.923 3.4904 -0.214 8 -2.469 0.578 -3.824
8.74002 2.8310317993 2.264 3.987 3.4813 -0.317 8 -2.396 0.756 -3.765
8.74002 2.8310418129 2.249 4.028 3.475 -0.386 8 -2.322 0.918 -3.706
8.74002 2.8310539722 2.231 4.049 3.4717 -0.423 8 -2.251 1.052 -3.647
8.74002 2.8310682774 2.211 4.056 3.47 -0.442 8 -2.205 1.132 -3.607
8.74002 2.8310847282 2.187 4.06 3.4688 -0.454 8 -2.173 1.187 -3.58
8.74002 2.8310849667 2.187 4.185 3.4515 -0.65 8 -1.175 2.994 -2.738
8.74002 2.8310859203 2.185 4.076 3.4666 -0.48 8 -2.085 1.352 -3.506
8.74002 2.8310878277 2.18 3.948 3.4842 -0.282 8 -2.38 0.735 -3.744
8.74002 2.8310911655 2.174 3.837 3.4991 -0.114 8 -2.516 0.325 -3.851
8.74002 2.8310956955 2.164 3.869 3.4946 -0.165 8 -2.465 0.478 -3.81
8.74002 2.8311021328 2.151 3.936 3.4855 -0.271 8 -2.383 0.72 -3.745
8.74002 2.8311100006 2.135 3.998 3.4772 -0.37 8 -2.304 0.91 -3.683
8.74002 2.8311197758 2.115 4.039 3.472 -0.435 8 -2.201 1.121 -3.601
8.74002 2.8311316967 2.091 4.059 3.4697 -0.469 8 -2.098 1.311 -3.516
8.74002 2.831145525 2.064 4.067 3.4691 -0.485 8 -2.034 1.426 -3.462
8.74002 2.831161499 2.033 4.07 3.4692 -0.495 8 -1.99 1.503 -3.425
8.74002 2.8311617374 2.033 4.198 3.4541 -0.684 8 -4.186 -2.595 -5.332
8.74002 2.8311624527 2.033 4.09 3.4657 -0.529 8 -3.995 -2.501 -5.118
8.74002 2.83116436 2.033 3.963 3.4786 -0.35 8 -3.776 -2.384 -4.872
8.74002 2.8311672211 2.032 3.852 3.4889 -0.198 8 -3.582 -2.267 -4.654
8.74002 2.8311715126 2.032 3.883 3.4811 -0.261 8 -3.599 -2.232 -4.687
8.74002 2.8311772346 2.032 3.95 3.4672 -0.383 8 -3.657 -2.191 -4.774
8.74002 2.8311843872 2.031 4.011 3.4519 -0.506 8 -3.701 -2.121 -4.847
8.74002 2.8311934471 2.031 4.051 3.4371 -0.605 8 -3.709 -2.019 -4.878
8.74002 2.8312041759 2.03 4.071 3.4231 -0.681 8 -3.68 -1.885 -4.87
8.74002 2.8312168121 2.03 4.079 3.4089 -0.746 8 -3.662 -1.814 -4.863
8.74002 2.8312313557 2.029 4.082 3.3936 -0.811 8 -3.661 -1.798 -4.864
8.74002 2.8312315941 2.029 4.213 3.3709 -1.032 8 -2.092 0.235 -3.523
8.74002 2.8312323093 2.029 4.105 3.39 -0.848 8 -3.552 -1.651 -4.778
8.74002 2.8312342167 2.029 3.979 3.4124 -0.632 8 -3.4 -1.573 -4.601
8.74002 2.8312370777 2.028 3.868 3.4326 -0.441 8 -3.242 -1.55 -4.413
8.74002 2.8312413692 2.028 3.899 3.4284 -0.489 8 -3.292 -1.566 -4.47
8.74002 2.8312470913 2.028 3.965 3.4188 -0.592 8 -3.39 -1.588 -4.585
8.74002 2.8312542439 2.028 4.024 3.4107 -0.684 8 -3.478 -1.636 -4.685
8.74002 2.8312630653 2.028 4.063 3.4067 -0.739 8 -3.531 -1.669 -4.744
8.74002 2.8312737942 2.027 4.082 3.4066 -0.758 8 -3.55 -1.678 -4.767
8.74002 2.8312861919 2.027 4.089 3.4088 -0.757 8 -3.559 -1.686 -4.777
8.74002 2.8313007355 2.026 4.092 3.4122 -0.747 8 -3.565 -1.693 -4.783
8.74002 2.8313009739 2.026 4.225 3.3907 -0.966 8 -0.372 2.377 -1.988
8.74002 2.8313016891 2.026 4.118 3.4107 -0.779 8 -2.66 -0.548 -3.996
8.74002 2.8313035965 2.026 3.993 3.4365 -0.551 8 -3.427 -1.711 -4.614
8.74002 2.8313062191 2.026 3.882 3.4637 -0.331 8 -3.439 -1.95 -4.563
8.74002 2.8313105106 2.026 3.913 3.4706 -0.334 8 -3.554 -2.106 -4.668
8.74002 2.8313159943 2.025 3.977 3.4755 -0.379 8 -3.707 -2.273 -4.819
8.74002 2.8313229084 2.025 4.035 3.4855 -0.397 8 -3.87 -2.479 -4.974
8.74002 2.8313314915 2.024 4.073 3.5035 -0.363 8 -4.077 -2.786 -5.15
8.74002 2.8313417435 2.024 4.091 3.53 -0.275 8 -4.367 -3.231 -5.381
8.74002 2.8313539028 2.023 4.098 3.5642 -0.146 8 -4.722 -3.773 -5.652
8.74002 2.8313679695 2.022 4.101 3.6051 0.015 8 -5.034 -4.23 -5.884
8.74002 2.8313682079 2.022 4.237 3.5744 -0.244 8 -4.361 -3.264 -5.38
8.74002 2.8313689232 2.022 4.131 3.5954 -0.053 8 -4.868 -3.996 -5.758
8.74002 2.8313705921 2.022 4.007 3.6173 0.158 8 -4.827 -4.045 -5.665
8.74002 2.8313734531 2.022 3.895 3.6328 0.332 8 -4.607 -3.857 -5.424
8.74002 2.8313772678 2.021 3.926 3.6126 0.22 8 -4.644 -3.868 -5.479
8.74002 2.8313827515 2.021 3.989 3.5808 0.03 8 -4.607 -3.732 -5.498
8.74002 2.8313894272 2.02 4.046 3.5455 -0.168 8 -4.36 -3.311 -5.338
8.74002 2.8313977718 2.019 4.082 3.5092 -0.35 8 -3.954 -2.651 -5.042
8.74002 2.8314077854 2.018 4.1 3.471 -0.521 8 -3.334 -1.702 -4.543
8.74002 2.8314194679 2.017 4.106 3.4285 -0.698 8 -2.619 -0.577 -3.947
8.74002 2.8314330578 2.015 4.109 3.3797 -0.896 8 -2.147 0.102 -3.543
8.74002 2.8314332962 2.015 4.247 3.3521 -1.144 8 -4.032 -2.153 -5.243
8.74002 2.8314340115 2.015 4.142 3.3744 -0.95 8 -2.985 -0.918 -4.292
8.74002 2.8314356804 2.015 4.019 3.4015 -0.719 8 -3.42 -1.561 -4.633
8.74002 2.831438303 2.014 3.907 3.4278 -0.501 8 -3.119 -1.342 -4.322
8.74002 2.8314421177 2.013 3.937 3.4269 -0.536 8 -3.109 -1.302 -4.325
8.74002 2.8314471245 2.012 4.0 3.4214 -0.62 8 -2.941 -1.017 -4.201
8.74002 2.8314535618 2.01 4.055 3.4193 -0.685 8 -2.665 -0.623 -3.978
8.74002 2.831461668 2.008 4.091 3.4233 -0.705 8 -2.349 -0.224 -3.707
8.74002 2.8314712048 2.006 4.108 3.4333 -0.682 8 -2.348 -0.268 -3.706
8.74002 2.8314824104 2.004 4.115 3.4479 -0.631 8 -2.558 -0.605 -3.884
8.74002 2.8314955235 2.0 4.117 3.4659 -0.563 8 -2.885 -1.105 -4.16
8.74002 2.8314957619 2.0 4.257 3.4368 -0.819 8 3.454 7.016 1.496
8.74002 2.8314964771 2.0 4.153 3.4576 -0.631 8 -1.832 0.271 -3.25
8.74002 2.8314979076 1.999 4.031 3.4811 -0.416 8 -3.438 -1.927 -4.602
8.74002 2.8315005302 1.998 3.919 3.5015 -0.222 8 -3.701 -2.42 -4.77
8.74002 2.8315043449 1.996 3.949 3.4911 -0.295 8 -3.637 -2.276 -4.736
8.74002 2.8315091133 1.993 4.011 3.4728 -0.43 8 -3.39 -1.843 -4.558
8.74002 2.8315155506 1.99 4.065 3.4543 -0.559 8 -3.858 -2.288 -5.001
8.74002 2.83152318 1.986 4.099 3.4378 -0.66 8 -3.844 -2.155 -5.013
8.74002 2.8315324783 1.981 4.116 3.4223 -0.74 8 -3.802 -2.001 -4.994
8.74002 2.8315434456 1.976 4.122 3.406 -0.813 8 -3.578 -1.679 -4.805
8.74002 2.8315560818 1.969 4.125 3.3867 -0.894 8 -3.102 -1.074 -4.39
8.74002 2.8315563202 1.969 4.267 3.3591 -1.146 8 -2.999 -0.859 -4.341
8.74002 2.8315570354 1.968 4.163 3.3798 -0.96 8 -2.783 -0.654 -4.121
8.74002 2.831558466 1.967 4.043 3.4044 -0.741 8 -3.438 -1.565 -4.656
8.74002 2.8315608501 1.965 3.93 3.4283 -0.533 8 -3.373 -1.641 -4.552
8.74002 2.8315644264 1.962 3.96 3.425 -0.578 8 -3.429 -1.67 -4.614
8.74002 2.8315691948 1.958 4.021 3.4167 -0.672 8 -3.526 -1.704 -4.724
8.74002 2.8315753937 1.953 4.074 3.4108 -0.75 8 -3.578 -1.719 -4.789
8.74002 2.8315827847 1.946 4.108 3.4102 -0.788 8 -3.626 -1.752 -4.842
8.74002 2.8315918446 1.939 4.124 3.4148 -0.787 8 -3.718 -1.857 -4.928
8.74002 2.8316025734 1.93 4.13 3.4234 -0.761 8 -3.767 -1.952 -4.967
8.74002 2.8316147327 1.92 4.132 3.4353 -0.718 8 -3.84 -2.109 -5.023
8.74002 2.8316149712 1.919 4.277 3.4044 -0.986 8 -3.674 -1.691 -4.939
8.74002 2.8316156864 1.918 4.174 3.4258 -0.798 8 -3.833 -2.013 -5.038
8.74002 2.8316171169 1.916 4.054 3.4503 -0.58 8 -3.783 -2.179 -4.935
8.74002 2.8316195011 1.913 3.941 3.4727 -0.379 8 -3.337 -1.825 -4.488
8.74002 2.831622839 1.908 3.972 3.4635 -0.447 8 -3.151 -1.525 -4.344
8.74002 2.8316273689 1.902 4.031 3.4471 -0.574 8 -3.713 -2.092 -4.868
8.74002 2.8316333294 1.894 4.083 3.4312 -0.691 8 -3.668 -1.907 -4.86
8.74002 2.8316404819 1.884 4.116 3.4179 -0.78 8 -3.591 -1.715 -4.812
8.74002 2.8316493034 1.872 4.132 3.4064 -0.844 8 -3.263 -1.278 -4.533
8.74002 2.8316595554 1.858 4.138 3.3946 -0.9 8 -2.948 -0.875 -4.259
8.74002 2.8316712379 1.842 4.141 3.3808 -0.962 8 -2.442 -0.244 -3.813
8.74002 2.8316714764 1.841 4.287 3.3512 -1.227 8 -2.251 0.081 -3.685
8.74002 2.8316721916 1.84 4.185 3.3717 -1.043 8 -2.08 0.231 -3.505
8.74002 2.8316736221 1.836 4.066 3.3955 -0.83 8 -2.699 -0.621 -4.017
8.74002 2.8316757679 1.83 3.953 3.4183 -0.627 8 -3.235 -1.396 -4.447
8.74002 2.8316791058 1.822 3.983 3.4118 -0.685 8 -3.183 -1.293 -4.413
8.74002 2.8316836357 1.81 4.042 3.3994 -0.796 8 -2.816 -0.785 -4.111
8.74002 2.8316893578 1.796 4.092 3.3885 -0.894 8 -2.326 -0.13 -3.696
8.74002 2.8316965103 1.778 4.124 3.3814 -0.959 8 -2.025 0.264 -3.439
8.74002 2.8317050934 1.758 4.139 3.3779 -0.993 8 -1.821 0.526 -3.262
8.74002 2.831715107 1.734 4.145 3.3767 -1.009 8 -1.793 0.564 -3.238
8.74002 2.8317265511 1.706 4.147 3.3765 -1.019 8 -1.595 0.811 -3.062
8.74002 2.8317267895 1.705 4.295 3.3449 -1.294 8 -1.318 1.244 -2.856
8.74002 2.8317272663 1.703 4.194 3.366 -1.109 8 -1.148 1.394 -2.677
8.74002 2.8317286968 1.698 4.077 3.3902 -0.896 8 -1.829 0.477 -3.252
8.74002 2.831731081 1.691 3.963 3.4131 -0.692 8 -2.881 -0.93 -4.142
8.74002 2.8317341805 1.68 3.993 3.4048 -0.758 8 -2.703 -0.681 -3.996
8.74002 2.831738472 1.666 4.05 3.39 -0.879 8 -1.957 0.299 -3.358
8.74002 2.8317439556 1.647 4.1 3.3764 -0.987 8 -1.151 1.334 -2.654
8.74002 2.8317508698 1.625 4.13 3.3662 -1.065 8 -0.958 1.592 -2.49
8.74002 2.831758976 1.599 4.144 3.3589 -1.115 8 -0.894 1.68 -2.437
8.74002 2.8317685127 1.568 4.15 3.3529 -1.152 8 -0.747 1.866 -2.307
8.74002 2.8317797184 1.534 4.151 3.3472 -1.187 8 -0.671 1.961 -2.24
8.74002 2.8317799568 1.534 4.301 3.3154 -1.464 8 -0.664 2.06 -2.27
8.74002 2.8317804337 1.531 4.201 3.3357 -1.284 8 -0.555 2.135 -2.148
8.74002 2.8317818642 1.526 4.085 3.3587 -1.077 8 -0.904 1.631 -2.43
8.74002 2.8317840099 1.517 3.97 3.3804 -0.878 8 -1.777 0.475 -3.175
8.74002 2.8317871094 1.504 4.0 3.3707 -0.95 8 -1.736 0.548 -3.148
8.74002 2.8317911625 1.488 4.056 3.3546 -1.076 8 -1.006 1.488 -2.513
8.74002 2.8317964077 1.467 4.104 3.3394 -1.19 8 -0.534 2.103 -2.105
8.74002 2.831802845 1.441 4.133 3.3274 -1.275 8 -0.542 2.111 -2.12
8.74002 2.8318107128 1.412 4.147 3.3186 -1.333 8 -0.591 2.057 -2.167
8.74002 2.8318200111 1.377 4.151 3.3117 -1.375 8 -0.821 1.775 -2.373
8.74002 2.8318305016 1.339 4.152 3.3059 -1.412 8 -1.054 1.485 -2.582
8.74002 2.83183074 1.338 4.304 3.2733 -1.694 8 -1.21 1.384 -2.762
8.74002 2.8318312168 1.334 4.205 3.2936 -1.515 8 -1.058 1.513 -2.6
8.74002 2.8318324089 1.327 4.09 3.3167 -1.31 8 -1.239 1.218 -2.73
