# File modified by Jason Curtis:
#   - certain columns were removed, others renamed
#   - the row with the column names is no longer commented out so that the names can be read properly.
#
# Original File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Tue Dec  7 06:20:02 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Evans et al. 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries
# Kind of output: isochrone tables
log_Age Initial_Mass Mass log_Lum log_Temp log_g label Gmag G_BPmag G_RPmag
8.0 5.2715983391 5.272 3.337 3.6781 1.488 6 -3.53 -2.982 -4.212
8.0 5.2753448486 5.276 3.327 3.6706 1.468 6 -3.481 -2.918 -4.175
8.0 5.2791414261 5.279 3.314 3.6633 1.452 6 -3.42 -2.841 -4.127
8.0 5.2826051712 5.283 3.299 3.6564 1.44 6 -3.355 -2.76 -4.075
8.0 5.2863636017 5.287 3.287 3.6504 1.427 6 -3.299 -2.685 -4.032
8.0 5.2936458588 5.294 3.28 3.6412 1.399 6 -3.235 -2.59 -3.989
8.0 5.2992219925 5.299 3.305 3.6323 1.338 6 -3.253 -2.576 -4.029
8.0 5.3005313873 5.301 3.348 3.6257 1.269 6 -3.324 -2.622 -4.118
8.0 5.3006663322 5.301 3.362 3.624 1.249 6 -3.348 -2.639 -4.146
8.0 5.300796032 5.301 3.386 3.6213 1.213 7 -3.395 -2.674 -4.2
8.0 5.3012399673 5.302 3.398 3.6204 1.199 7 -3.417 -2.693 -4.225
8.0 5.3020935059 5.302 3.404 3.6192 1.187 7 -3.427 -2.697 -4.238
8.0 5.3024935722 5.303 3.443 3.6152 1.132 7 -3.497 -2.75 -4.32
8.0 5.3028721809 5.303 3.481 3.6113 1.079 7 -3.57 -2.804 -4.403
8.0 5.3033366203 5.304 3.52 3.6076 1.025 7 -3.641 -2.857 -4.485
8.0 5.3039011955 5.304 3.558 3.6039 0.972 7 -3.712 -2.909 -4.567
8.0 5.3045692444 5.305 3.597 3.6001 0.918 7 -3.782 -2.959 -4.648
8.0 5.3053383827 5.305 3.636 3.5961 0.863 7 -3.847 -3.0 -4.728
8.0 5.3062033653 5.306 3.675 3.5922 0.808 7 -3.915 -3.044 -4.809
8.0 5.3071174622 5.307 3.716 3.5883 0.752 7 -3.985 -3.087 -4.892
8.0 5.3079833984 5.308 3.758 3.5843 0.694 7 -4.053 -3.126 -4.976
8.0 5.308740139 5.308 3.801 3.5802 0.635 7 -4.122 -3.163 -5.06
8.0 5.30940485 5.308 3.842 3.5761 0.577 7 -4.181 -3.181 -5.137
8.0 5.31001091 5.308 3.884 3.5719 0.519 7 -4.238 -3.198 -5.213
8.0 5.3105740547 5.308 3.925 3.5677 0.46 7 -4.29 -3.197 -5.286
8.0 5.3111000061 5.307 3.967 3.5634 0.402 7 -4.336 -3.184 -5.355
8.0 5.3115925789 5.306 4.007 3.5591 0.344 7 -4.378 -3.162 -5.42
8.0 5.3121151924 5.304 4.048 3.5546 0.285 7 -4.41 -3.111 -5.478
8.0 5.3125514984 5.301 4.088 3.5498 0.226 7 -4.432 -3.044 -5.529
8.0 5.3128256798 5.299 4.128 3.5441 0.162 7 -4.429 -2.905 -5.56
8.0 5.3130426407 5.295 4.169 3.5387 0.1 7 -4.426 -2.771 -5.59
8.0 5.3132357597 5.29 4.209 3.5336 0.039 7 -4.411 -2.61 -5.605
8.0 5.3134174347 5.283 4.249 3.5284 -0.023 7 -4.379 -2.417 -5.604
8.0 5.3135886192 5.272 4.287 3.5233 -0.082 7 -4.315 -2.172 -5.57
8.0 5.3137536049 5.257 4.322 3.5183 -0.138 7 -4.225 -1.893 -5.509
8.0 5.313929081 5.233 4.357 3.5132 -0.195 7 -4.081 -1.521 -5.397
8.0 5.3141789436 5.181 4.381 3.509 -0.241 7 -3.909 -1.136 -5.256
8.0 5.3143138885 5.151 4.353 3.5123 -0.202 7 -4.037 -1.439 -5.357
8.0 5.3143367767 5.146 4.33 3.5155 -0.166 7 -4.125 -1.673 -5.426
8.0 5.3143501282 5.145 4.3 3.5193 -0.121 7 -4.224 -1.942 -5.5
8.0 5.3143601418 5.144 4.276 3.5225 -0.084 7 -4.271 -2.106 -5.529
8.0 5.3143777847 5.142 4.265 3.5239 -0.068 7 -4.289 -2.175 -5.539
8.0 5.3143959045 5.141 4.266 3.5238 -0.07 7 -4.287 -2.169 -5.538
8.0 5.3144497871 5.136 4.305 3.5185 -0.131 7 -4.204 -1.889 -5.485
8.0 5.3144960403 5.13 4.327 3.5155 -0.165 7 -4.123 -1.674 -5.423
8.0 5.3145222664 5.127 4.322 3.5162 -0.158 7 -4.14 -1.721 -5.436
8.0 5.3145284653 5.126 4.316 3.517 -0.148 7 -4.163 -1.781 -5.454
8.0 5.3145384789 5.125 4.335 3.5144 -0.177 7 -4.093 -1.596 -5.4
8.0 5.3145623207 5.121 4.359 3.5111 -0.215 7 -3.986 -1.329 -5.316
8.0 5.3145842552 5.121 4.359 3.5111 -0.215 8 -3.988 -1.331 -5.317
8.0 5.3145852089 5.12 4.49 3.4937 -0.415 8 -3.229 0.267 -4.679
8.0 5.3145847321 5.12 4.53 3.4883 -0.477 8 -2.733 1.104 -4.248
8.0 5.3145856857 5.12 4.48 3.4949 -0.401 8 -3.296 0.145 -4.736
8.0 5.3145871162 5.12 4.407 3.5047 -0.289 8 -3.702 -0.708 -5.081
8.0 5.3145899773 5.119 4.289 3.5205 -0.108 8 -4.238 -2.0 -5.508
8.0 5.3145947456 5.118 4.325 3.5156 -0.164 8 -4.124 -1.681 -5.423
8.0 5.3146009445 5.116 4.352 3.5119 -0.205 8 -4.019 -1.406 -5.342
8.0 5.3146095276 5.114 4.369 3.5097 -0.231 8 -3.929 -1.195 -5.269
8.0 5.314620018 5.112 4.38 3.5081 -0.249 8 -3.868 -1.059 -5.218
8.0 5.3146338463 5.108 4.39 3.5066 -0.265 8 -3.813 -0.937 -5.173
8.0 5.3146510124 5.104 4.401 3.505 -0.283 8 -3.733 -0.771 -5.105
8.0 5.3146510124 5.104 4.594 3.4793 -0.579 8 -1.467 3.105 -3.134
8.0 5.3146514893 5.103 4.572 3.4821 -0.546 8 -1.956 2.335 -3.565
8.0 5.3146524429 5.103 4.523 3.4888 -0.47 8 -2.796 0.997 -4.301
8.0 5.3146543503 5.102 4.45 3.4985 -0.358 8 -3.497 -0.244 -4.908
8.0 5.3146572113 5.101 4.33 3.5144 -0.175 8 -4.087 -1.593 -5.393
8.0 5.3146619797 5.1 4.366 3.5096 -0.23 8 -3.926 -1.195 -5.266
8.0 5.3146691322 5.098 4.392 3.5061 -0.27 8 -3.792 -0.896 -5.155
8.0 5.3146781921 5.095 4.406 3.504 -0.293 8 -3.673 -0.655 -5.054
8.0 5.3146896362 5.091 4.415 3.5027 -0.308 8 -3.731 -0.713 -5.106
8.0 5.314704895 5.086 4.423 3.5016 -0.32 8 -3.671 -0.591 -5.055
8.0 5.3147230148 5.08 4.431 3.5003 -0.333 8 -3.602 -0.455 -4.997
8.0 5.3147230148 5.08 4.623 3.4744 -0.63 8 -0.472 4.639 -2.244
8.0 5.3147234917 5.079 4.602 3.4773 -0.597 8 -1.217 3.496 -2.912
8.0 5.3147244453 5.079 4.552 3.4839 -0.521 8 -2.345 1.717 -3.907
8.0 5.3147263527 5.078 4.479 3.4937 -0.409 8 -3.242 0.23 -4.687
8.0 5.3147296906 5.076 4.36 3.5097 -0.226 8 -3.929 -1.211 -5.266
8.0 5.3147349358 5.074 4.396 3.5049 -0.281 8 -3.736 -0.783 -5.106
8.0 5.3147420883 5.071 4.422 3.5013 -0.321 8 -3.66 -0.573 -5.045
8.0 5.3147516251 5.066 4.437 3.4992 -0.345 8 -3.542 -0.34 -4.944
8.0 5.3147640228 5.06 4.446 3.4978 -0.361 8 -3.466 -0.197 -4.878
8.0 5.3147797585 5.053 4.454 3.4966 -0.374 8 -3.4 -0.074 -4.821
8.0 5.3147988319 5.044 4.462 3.4952 -0.388 8 -3.328 0.062 -4.758
8.0 5.3147988319 5.044 4.654 3.4691 -0.685 8 0.887 6.701 -1.022
8.0 5.3147993088 5.044 4.633 3.4719 -0.653 8 0.079 5.471 -1.748
8.0 5.3148002625 5.043 4.584 3.4786 -0.577 8 -1.519 3.008 -3.177
8.0 5.3148026466 5.042 4.511 3.4885 -0.464 8 -2.836 0.915 -4.332
8.0 5.3148059845 5.039 4.392 3.5047 -0.28 8 -3.728 -0.776 -5.098
8.0 5.3148112297 5.036 4.427 3.4998 -0.336 8 -3.576 -0.413 -4.972
8.0 5.3148193359 5.031 4.452 3.4963 -0.375 8 -3.386 -0.052 -4.808
8.0 5.3148293495 5.025 4.467 3.4942 -0.399 8 -3.272 0.163 -4.709
8.0 5.314842701 5.016 4.475 3.4929 -0.413 8 -3.198 0.296 -4.646
8.0 5.3148598671 5.006 4.482 3.4917 -0.426 8 -3.136 0.407 -4.591
8.0 5.3148803711 4.993 4.489 3.4905 -0.439 8 -3.04 0.571 -4.508
8.0 5.3148803711 4.993 4.681 3.4641 -0.737 8 2.78 9.463 0.719
8.0 5.3148808479 4.992 4.66 3.467 -0.704 8 1.472 7.562 -0.486
8.0 5.3148818016 4.991 4.611 3.4737 -0.628 8 -0.552 4.501 -2.313
8.0 5.3148841858 4.99 4.538 3.4837 -0.516 8 -2.399 1.611 -3.951
8.0 5.3148880005 4.987 4.419 3.5001 -0.331 8 -3.584 -0.44 -4.976
8.0 5.3148937225 4.982 4.453 3.4952 -0.385 8 -3.32 0.06 -4.749
8.0 5.3149018288 4.975 4.478 3.4917 -0.425 8 -3.131 0.409 -4.585
8.0 5.314912796 4.967 4.491 3.4896 -0.447 8 -2.963 0.693 -4.44
8.0 5.3149271011 4.955 4.499 3.4883 -0.461 8 -2.847 0.878 -4.338
8.0 5.3149447441 4.941 4.505 3.4873 -0.472 8 -2.752 1.029 -4.255
8.0 5.3149666786 4.924 4.51 3.4862 -0.483 8 -2.651 1.189 -4.167
8.0 5.3149666786 4.923 4.702 3.4596 -0.782 8 4.557 12.036 2.361
8.0 5.3149671555 4.923 4.681 3.4624 -0.75 8 3.265 10.157 1.168
8.0 5.3149681091 4.921 4.632 3.4692 -0.673 8 0.568 6.194 -1.305
8.0 5.3149704933 4.919 4.56 3.4793 -0.561 8 -1.744 2.63 -3.37
8.0 5.3149747849 4.915 4.439 3.4959 -0.374 8 -3.352 -0.016 -4.773
8.0 5.3149805069 4.909 4.474 3.491 -0.429 8 -3.087 0.473 -4.545
8.0 5.31498909 4.901 4.497 3.4875 -0.467 8 -2.78 0.975 -4.278
8.0 5.3150005341 4.89 4.51 3.4856 -0.488 8 -2.601 1.263 -4.122
8.0 5.315015316 4.876 4.516 3.4844 -0.5 8 -2.496 1.432 -4.03
8.0 5.3150343895 4.858 4.52 3.4835 -0.51 8 -2.415 1.56 -3.959
8.0 5.3150572777 4.836 4.524 3.4827 -0.519 8 -2.331 1.69 -3.886
8.0 5.3150572777 4.835 4.716 3.4558 -0.818 8 6.454 14.686 4.151
8.0 5.3150577545 4.835 4.695 3.4586 -0.786 8 4.704 12.244 2.499
8.0 5.315059185 4.833 4.646 3.4655 -0.71 8 1.658 7.811 -0.312
8.0 5.3150615692 4.83 4.573 3.4756 -0.597 8 -1.201 3.475 -2.89
8.0 5.3150658607 4.826 4.453 3.4925 -0.409 8 -3.156 0.33 -4.601
8.0 5.3150720596 4.819 4.487 3.4876 -0.464 8 -2.787 0.95 -4.281
8.0 5.3150806427 4.809 4.51 3.4842 -0.501 8 -2.473 1.457 -4.008
8.0 5.3150930405 4.795 4.522 3.4823 -0.521 8 -2.301 1.732 -3.858
8.0 5.3151082993 4.778 4.527 3.4813 -0.532 8 -2.133 1.994 -3.708
8.0 5.3151278496 4.756 4.53 3.4805 -0.54 8 -2.009 2.184 -3.599
8.0 5.3151521683 4.729 4.532 3.4797 -0.548 8 -1.887 2.372 -3.49
8.0 5.3151521683 4.729 4.724 3.4527 -0.848 8 8.13 16.986 5.744
8.0 5.3151526451 4.728 4.703 3.4555 -0.816 8 6.315 14.485 4.023
8.0 5.3151540756 4.726 4.654 3.4624 -0.74 8 2.866 9.552 0.803
8.0 5.3151564598 4.723 4.582 3.4726 -0.627 8 -0.567 4.437 -2.32
8.0 5.3151607513 4.718 4.461 3.4896 -0.439 8 -2.971 0.636 -4.437
8.0 5.3151674271 4.71 4.495 3.4847 -0.493 8 -2.519 1.365 -4.044
8.0 5.3151769638 4.698 4.517 3.4813 -0.53 8 -2.164 1.932 -3.734
8.0 5.3151893616 4.682 4.528 3.4796 -0.549 8 -1.873 2.387 -3.476
8.0 5.315205574 4.662 4.532 3.4786 -0.559 8 -1.723 2.622 -3.343
8.0 5.315226078 4.637 4.534 3.478 -0.566 8 -1.622 2.778 -3.253
8.0 5.3152513504 4.606 4.535 3.4774 -0.572 8 -1.525 2.926 -3.167
8.0 5.3152513504 4.605 4.726 3.4503 -0.871 8 9.575 18.912 7.129
8.0 5.3152518272 4.605 4.706 3.4532 -0.84 8 7.579 16.233 5.219
8.0 5.3152532578 4.603 4.657 3.46 -0.764 8 3.812 10.914 1.679
8.0 5.3152556419 4.599 4.585 3.4702 -0.651 8 0.042 5.347 -1.769
8.0 5.3152604103 4.593 4.463 3.4872 -0.463 8 -2.749 0.973 -4.239
8.0 5.315267086 4.584 4.497 3.4823 -0.517 8 -2.295 1.705 -3.845
8.0 5.3152766228 4.571 4.519 3.479 -0.553 8 -1.803 2.481 -3.411
8.0 5.3152894974 4.554 4.529 3.4772 -0.572 8 -1.526 2.917 -3.167
8.0 5.3153057098 4.531 4.533 3.4763 -0.581 8 -1.386 3.136 -3.042
8.0 5.3153266907 4.504 4.534 3.4756 -0.588 8 -1.294 3.277 -2.961
8.0 5.3153524399 4.469 4.534 3.4749 -0.594 8 -1.207 3.409 -2.883
8.0 5.3153524399 4.468 4.725 3.4476 -0.894 8 10.894 20.657 8.401
8.0 5.3153529167 4.467 4.705 3.4505 -0.863 8 8.851 17.934 6.438
8.0 5.3153543472 4.466 4.656 3.4573 -0.787 8 4.642 12.119 2.451
8.0 5.3153572083 4.462 4.584 3.4676 -0.674 8 0.578 6.147 -1.284
8.0 5.3153614998 4.455 4.463 3.4848 -0.485 8 -2.542 1.283 -4.054
8.0 5.3153681755 4.445 4.496 3.4798 -0.539 8 -2.006 2.139 -3.586
8.0 5.3153781891 4.431 4.517 3.4765 -0.575 8 -1.483 2.965 -3.125
8.0 5.3153910637 4.412 4.527 3.4747 -0.593 8 -1.217 3.383 -2.89
8.0 5.315407753 4.387 4.53 3.4738 -0.603 8 -1.083 3.592 -2.772
8.0 5.3154292107 4.357 4.53 3.4731 -0.609 8 -0.999 3.719 -2.697
8.0 5.3154554367 4.319 4.53 3.4725 -0.614 8 -0.922 3.835 -2.628
8.0 5.3154554367 4.318 4.721 3.445 -0.915 8 12.065 22.196 9.534
8.0 5.3154559135 4.317 4.701 3.4478 -0.884 8 9.966 19.428 7.509
8.0 5.3154573441 4.315 4.653 3.4547 -0.809 8 5.552 13.393 3.31
8.0 5.3154602051 4.311 4.581 3.465 -0.696 8 1.053 6.85 -0.854
8.0 5.3154644966 4.304 4.46 3.4824 -0.506 8 -2.343 1.578 -3.875
8.0 5.3154711723 4.293 4.492 3.4774 -0.56 8 -1.711 2.581 -3.321
8.0 5.3154811859 4.278 4.513 3.4741 -0.595 8 -1.198 3.392 -2.869
8.0 5.3154940605 4.258 4.522 3.4723 -0.614 8 -0.935 3.804 -2.637
8.0 5.3155107498 4.232 4.525 3.4713 -0.623 8 -0.774 4.05 -2.493
8.0 5.3155322075 4.2 4.525 3.4706 -0.63 8 -0.636 4.254 -2.368
8.0 5.3155584335 4.16 4.524 3.4698 -0.636 8 -0.51 4.44 -2.254
8.0 5.3155584335 4.159 4.714 3.442 -0.937 8 13.226 23.724 10.665
8.0 5.3155589104 4.159 4.695 3.4449 -0.906 8 11.087 20.907 8.593
8.0 5.3155603409 4.156 4.647 3.4518 -0.831 8 6.498 14.7 4.207
8.0 5.3155632019 4.152 4.575 3.4621 -0.719 8 1.602 7.646 -0.353
8.0 5.3155679703 4.144 4.455 3.4795 -0.529 8 -2.138 1.875 -3.691
8.0 5.315574646 4.132 4.486 3.4746 -0.582 8 -1.419 3.015 -3.058
8.0 5.3155846596 4.116 4.507 3.4713 -0.617 8 -0.909 3.819 -2.609
8.0 5.315598011 4.093 4.516 3.4695 -0.636 8 -0.544 4.379 -2.283
8.0 5.3156151772 4.065 4.518 3.4685 -0.645 8 -0.325 4.71 -2.085
8.0 5.3156371117 4.029 4.518 3.4678 -0.652 8 -0.19 4.911 -1.962
8.0 5.3156638145 3.986 4.516 3.467 -0.658 8 -0.066 5.094 -1.85
8.0 5.3156638145 3.986 4.706 3.4391 -0.96 8 14.374 25.236 11.783
8.0 5.3156642914 3.985 4.687 3.4419 -0.929 8 12.207 22.378 9.677
8.0 5.3156657219 3.982 4.639 3.4488 -0.854 8 7.434 15.994 5.096
8.0 5.3156685829 3.977 4.568 3.4592 -0.741 8 2.321 8.676 0.315
8.0 5.3156728745 3.969 4.448 3.4767 -0.552 8 -1.871 2.269 -3.45
8.0 5.315680027 3.956 4.479 3.4718 -0.604 8 -1.122 3.454 -2.791
8.0 5.3156895638 3.938 4.499 3.4684 -0.64 8 -0.526 4.384 -2.262
8.0 5.3157029152 3.913 4.508 3.4666 -0.659 8 -0.08 5.061 -1.861
8.0 5.3157200813 3.882 4.51 3.4655 -0.669 8 0.146 5.402 -1.657
8.0 5.315741539 3.843 4.509 3.4647 -0.676 8 0.292 5.619 -1.525
8.0 5.315767765 3.795 4.507 3.4639 -0.682 8 0.429 5.82 -1.401
8.0 5.315767765 3.795 4.697 3.4358 -0.985 8 15.668 26.949 13.044
8.0 5.3157682419 3.794 4.678 3.4386 -0.954 8 13.525 24.116 10.962
8.0 5.3157696724 3.791 4.631 3.4455 -0.88 8 8.572 17.542 6.184
8.0 5.3157725334 3.785 4.559 3.4559 -0.768 8 3.118 9.832 1.059
8.0 5.3157773018 3.776 4.44 3.4735 -0.579 8 -1.528 2.778 -3.141
8.0 5.3157839775 3.762 4.47 3.4686 -0.63 8 -0.792 3.944 -2.493
8.0 5.3157939911 3.742 4.49 3.4652 -0.666 8 -0.008 5.145 -1.792
8.0 5.3158073425 3.716 4.498 3.4633 -0.685 8 0.439 5.822 -1.39
8.0 5.3158249855 3.682 4.5 3.4622 -0.695 8 0.671 6.171 -1.181
8.0 5.31584692 3.639 4.499 3.4613 -0.703 8 0.826 6.401 -1.04
8.0 5.3158736229 3.588 4.496 3.4604 -0.71 8 0.976 6.621 -0.904
8.0 5.3158736229 3.587 4.686 3.4321 -1.013 8 17.08 28.818 14.419
8.0 5.3158740997 3.586 4.667 3.435 -0.983 8 14.962 26.016 12.361
8.0 5.3158755302 3.583 4.62 3.4419 -0.908 8 9.889 19.306 7.45
8.0 5.3158783913 3.577 4.549 3.4523 -0.796 8 3.991 11.093 1.873
8.0 5.3158826828 3.567 4.43 3.4698 -0.608 8 -1.148 3.34 -2.799
8.0 5.3158898354 3.552 4.46 3.465 -0.659 8 -0.301 4.668 -2.049
8.0 5.3158993721 3.53 4.479 3.4615 -0.695 8 0.573 5.997 -1.265
8.0 5.3159127235 3.502 4.487 3.4596 -0.715 8 1.025 6.687 -0.856
8.0 5.3159298897 3.465 4.489 3.4584 -0.726 8 1.269 7.06 -0.636
8.0 5.3159513474 3.42 4.488 3.4574 -0.734 8 1.442 7.324 -0.478
8.0 5.3159775734 3.365 4.485 3.4563 -0.743 8 1.615 7.586 -0.32
8.0 5.3159775734 3.364 4.674 3.428 -1.046 8 18.756 31.05 16.052
8.0 5.3159780502 3.363 4.655 3.4308 -1.016 8 16.665 28.271 14.021
8.0 5.3159794807 3.359 4.609 3.4376 -0.942 8 11.522 21.468 9.028
8.0 5.3159823418 3.352 4.538 3.448 -0.831 8 5.029 12.599 2.84
8.0 5.3159866333 3.341 4.419 3.4654 -0.644 8 -0.702 4.008 -2.398
8.0 5.3159937859 3.323 4.448 3.4606 -0.695 8 0.406 5.709 -1.407
8.0 5.3160033226 3.298 4.468 3.457 -0.731 8 1.288 7.071 -0.612
8.0 5.316016674 3.265 4.476 3.455 -0.752 8 1.809 7.866 -0.138
8.0 5.3160338402 3.223 4.477 3.4535 -0.765 8 2.266 8.532 0.286
8.0 5.3160552979 3.171 4.476 3.4523 -0.776 8 2.625 9.054 0.62
8.0 5.3160815239 3.107 4.474 3.4508 -0.788 8 3.001 9.598 0.97
8.0 5.3160815239 3.107 4.663 3.4226 -1.09 8 21.437 34.635 18.674
8.0 5.3160820007 3.105 4.644 3.4253 -1.061 8 19.133 31.566 16.425
8.0 5.3160834312 3.101 4.598 3.4321 -0.988 8 13.975 24.709 11.411
8.0 5.3160862923 3.091 4.527 3.4424 -0.878 8 6.964 15.302 4.673
8.0 5.3160905838 3.076 4.409 3.4596 -0.693 8 0.173 5.314 -1.607
8.0 5.3160977364 3.052 4.438 3.4546 -0.745 8 1.43 7.26 -0.474
8.0 5.3161072731 3.02 4.457 3.4508 -0.784 8 2.729 9.191 0.721
8.0 5.3161206245 2.976 4.465 3.4483 -0.808 8 3.627 10.509 1.554
8.0 5.3161377907 2.92 4.467 3.4464 -0.826 8 4.25 11.422 2.133
8.0 5.3161592484 2.852 4.466 3.4445 -0.843 8 4.823 12.259 2.666
8.0 5.3161854744 2.77 4.464 3.4424 -0.862 8 5.47 13.202 3.268
8.0 5.3161854744 2.769 4.653 3.4143 -1.164 8 26.153 40.877 23.287
8.0 5.3161859512 2.767 4.635 3.4169 -1.135 8 23.925 37.942 21.113
8.0 5.3161873817 2.759 4.589 3.4236 -1.064 8 18.37 30.568 15.691
8.0 5.3161902428 2.745 4.519 3.4336 -0.956 8 10.835 20.55 8.378
8.0 5.3161945343 2.72 4.401 3.4504 -0.775 8 1.921 7.973 -0.017
8.0 5.31620121 2.684 4.429 3.4451 -0.83 8 4.083 11.155 1.986
8.0 5.3162107468 2.633 4.449 3.4407 -0.875 8 5.92 13.818 3.697
8.0 5.3162240982 2.566 4.457 3.4375 -0.908 8 7.538 16.069 5.23
8.0 5.3162407875 2.481 4.459 3.4348 -0.935 8 8.975 18.037 6.599
8.0 5.3162617683 2.379 4.458 3.4319 -0.964 8 10.612 20.227 8.17
8.0 5.3162879944 2.258 4.457 3.4288 -0.998 8 12.627 22.891 10.118
8.0 5.3163690567 0.923 -9.999 4.583 3.291 9 33.143 32.909 33.421
8.02 0.0900000036 0.09 -2.77 3.4009 4.718 0 13.648 16.519 12.293
8.02 0.0907520056 0.091 -2.764 3.4018 4.719 0 13.633 16.505 12.278
8.02 0.0986035839 0.099 -2.7 3.4108 4.727 0 13.473 16.347 12.118
8.02 0.1000000015 0.1 -2.689 3.4124 4.728 0 13.444 16.318 12.089
8.02 0.1082293764 0.108 -2.631 3.42 4.735 0 13.264 16.089 11.915
8.02 0.1191757545 0.119 -2.557 3.4303 4.744 0 12.942 15.559 11.614
8.02 0.1200000122 0.12 -2.551 3.431 4.744 0 12.919 15.523 11.592
8.02 0.1341040283 0.134 -2.475 3.44 4.752 0 12.622 15.077 11.313
8.02 0.1400000006 0.14 -2.444 3.4436 4.754 0 12.503 14.9 11.202
8.02 0.1599999964 0.16 -2.351 3.4545 4.763 0 12.142 14.359 10.865
8.02 0.1881049275 0.188 -2.241 3.4668 4.772 0 11.731 13.757 10.484
8.02 0.200000003 0.2 -2.199 3.4714 4.775 0 11.577 13.536 10.342
8.02 0.25 0.25 -2.047 3.487 4.783 0 11.039 12.781 9.846
8.02 0.3000000119 0.3 -1.922 3.4987 4.784 0 10.621 12.227 9.459
8.02 0.3500000238 0.35 -1.806 3.5091 4.777 0 10.25 11.752 9.115
8.02 0.4000000358 0.4 -1.689 3.52 4.761 0 9.876 11.278 8.768
8.02 0.4500000477 0.45 -1.563 3.5324 4.736 0 9.479 10.782 8.402
8.02 0.4901452065 0.49 -1.449 3.5458 4.712 0 9.109 10.318 8.066
8.02 0.5 0.5 -1.42 3.5492 4.706 0 9.016 10.202 7.982
8.02 0.5017917156 0.502 -1.413 3.5501 4.704 0 8.994 10.173 7.962
8.02 0.5500000119 0.55 -1.248 3.5732 4.671 0 8.44 9.472 7.469
8.02 0.6000000238 0.6 -1.076 3.6054 4.665 0 7.841 8.708 6.952
8.02 0.6103013754 0.61 -1.043 3.6129 4.67 0 7.723 8.555 6.852
8.02 0.6332560778 0.633 -0.996 3.6228 4.679 0 7.56 8.348 6.714
8.02 0.6499999762 0.65 -0.971 3.6271 4.683 0 7.477 8.246 6.642
8.02 0.6913430691 0.691 -0.873 3.6438 4.678 0 7.152 7.846 6.363
8.02 0.7000000477 0.7 -0.848 3.6483 4.676 0 7.066 7.74 6.29
8.02 0.75 0.75 -0.703 3.6752 4.669 0 6.588 7.156 5.887
8.02 0.8000000119 0.8 -0.575 3.6945 4.646 0 6.205 6.711 5.552
8.02 0.8384732604 0.838 -0.481 3.7085 4.628 0 5.933 6.399 5.314
8.02 0.8500000238 0.85 -0.454 3.7127 4.624 0 5.855 6.309 5.245
8.02 0.9000000358 0.899 -0.339 3.7296 4.602 0 5.536 5.948 4.963
8.02 0.9500000477 0.95 -0.231 3.7446 4.577 0 5.243 5.618 4.705
8.02 1.0 1.0 -0.123 3.7585 4.547 0 4.959 5.301 4.453
8.02 1.036036253 1.036 -0.048 3.7677 4.524 0 4.767 5.087 4.282
8.02 1.0499999523 1.05 -0.022 3.7709 4.516 0 4.7 5.012 4.223
8.02 1.1000000238 1.099 0.076 3.7823 4.484 0 4.452 4.738 4.003
8.02 1.1086387634 1.108 0.095 3.7845 4.478 0 4.405 4.686 3.961
8.02 1.1499999762 1.149 0.171 3.7931 4.451 0 4.215 4.477 3.791
8.02 1.2000000477 1.2 0.261 3.8029 4.419 0 3.991 4.233 3.591
8.02 1.25 1.25 0.348 3.8126 4.389 0 3.778 4.001 3.401
8.02 1.2999999523 1.3 0.429 3.8217 4.362 1 3.576 3.783 3.22
8.02 1.3500001431 1.35 0.506 3.8312 4.339 0 3.385 3.576 3.051
8.02 1.4000000954 1.4 0.578 3.8408 4.321 1 3.207 3.382 2.895
8.02 1.4500000477 1.45 0.647 3.8514 4.31 1 3.039 3.198 2.752
8.02 1.5 1.5 0.713 3.8636 4.307 1 2.88 3.02 2.622
8.02 1.5499999523 1.55 0.776 3.8768 4.312 1 2.73 2.852 2.504
8.02 1.6000000238 1.6 0.837 3.8901 4.317 1 2.587 2.69 2.394
8.02 1.6186168194 1.618 0.859 3.8948 4.319 1 2.537 2.633 2.355
8.02 1.6500000954 1.649 0.896 3.9026 4.322 1 2.454 2.54 2.292
8.02 1.7000000477 1.699 0.952 3.9144 4.326 1 2.33 2.4 2.198
8.02 1.75 1.749 1.005 3.9256 4.33 1 2.214 2.269 2.109
8.02 1.7644572258 1.763 1.021 3.9287 4.33 1 2.182 2.233 2.085
